country;symbol;name;full_name;isin;currency;asset_type
brazil;B15BDRD;DJ BRIC Brazil 15 DR;Dow Jones BRIC Brazil 15 DR;;USD;indices
brazil;MIBR00000PUS;MSCI Brazil;MSCI Brazil;;USD;indices
brazil;BDRX;BM&FBOVESPA Unsponsored BDRX;BM&FBOVESPA Unsponsored BDRX;;BRL;indices
brazil;SMLL;Small Cap Index;Small Cap Index;;BRL;indices
brazil;ITAG;Tag Along;Bovespa Tag Along;;BRL;indices
brazil;IBRA;Brazil broad-Based;Brazil broad-Based;;BRL;indices
brazil;IBRX;Brazil Index;Brazil Index;;BRL;indices
brazil;MLCX;Mid-Large Cap Index;Mid-Large Cap Index;;BRL;indices
brazil;UTIL;Public Utilities;Public Utilities;;BRL;indices
brazil;IFIX;BM&FBOVESPA Real Estate IFIX;BM&FBOVESPA Real Estate IFIX;;BRL;indices
brazil;IFNC;Financials;Financials;;BRL;indices
brazil;ICO2;Carbon Efficient;Carbon Efficient;;BRL;indices
brazil;IGCNM;Corporate Governance IGCNM;Corporate Governance IGCNM;;BRL;indices
brazil;DIVI;Bovespa Dividend;Bovespa Dividend;;BRL;indices
brazil;IBX50;Brazil 50;Bovespa Brazil 50;;BRL;indices
brazil;IGCT;Corporate Gov Trade;Corporate Gov Trade;;BRL;indices
brazil;FTWIBRAL;FTSE Brazil;FTSE Brazil;;BRL;indices
brazil;BVSPEUR;Ibovespa EUR;Ibovespa EUR;;BRL;indices
brazil;BVSPUSD;Ibovespa USD;Ibovespa USD;;BRL;indices
brazil;IVBX;IVBX;IVBX;;BRL;indices
brazil;IGCX;IGCX;Sao Paulo SE IGCX;;BRL;indices
brazil;ICON;Consumption;Consumption;;BRL;indices
brazil;INDX;Industrial Sector;Bovespa Industrial Sector;;BRL;indices
brazil;IEE;Electrical Energy;Bovespa Electrical Energy;;BRL;indices
brazil;IMAT;Basic Materials;Basic Materials;;BRL;indices
brazil;BVSP;Bovespa;Bovespa;;BRL;indices
brazil;ISE;Corporate Sustainability;Corporate Sustainability;;BRL;indices
brazil;IMOB;Real Estate;Real Estate;;BRL;indices
united states;BA;Boeing;Boeing Co;US0970231058;USD;stocks
united states;GM;General Motors;General Motors Company;US37045V1008;USD;stocks
united states;CVX;Chevron;Chevron Corp;US1667641005;USD;stocks
united states;C;Citigroup;Citigroup Inc;US1729674242;USD;stocks
united states;BAC;Bank of America;Bank of America Corp;US0605051046;USD;stocks
united states;T;AT&T;AT&T Inc;US00206R1023;USD;stocks
united states;CAT;Caterpillar;Caterpillar Inc;US1491231015;USD;stocks
united states;INTC;Intel;Intel Corporation;US4581401001;USD;stocks
united states;MSFT;Microsoft;Microsoft Corporation;US5949181045;USD;stocks
united states;AA;Alcoa;Alcoa Corp;US0138721065;USD;stocks
united states;F;Ford Motor;Ford Motor Company;US3453708600;USD;stocks
united states;EBAY;eBay;eBay Inc;US2786421030;USD;stocks
united states;DELL;Dell Tech;Dell Technologies Inc;US24703L2025;USD;stocks
united states;DIS;Walt Disney;Walt Disney Company;US2546871060;USD;stocks
united states;DOW;Dow;Dow Inc;US2605571031;USD;stocks
united states;CSCO;Cisco;Cisco Systems Inc;US17275R1023;USD;stocks
united states;DE;Deere&Company;Deere & Company;US2441991054;USD;stocks
united states;FDX;FedEx;FedEx Corporation;US31428X1063;USD;stocks
united states;GIS;General Mills;General Mills Inc;US3703341046;USD;stocks
united states;GLW;Corning;Corning Incorporated;US2193501051;USD;stocks
united states;GT;The Goodyear Tire&Rubber;The Goodyear Tire & Rubber Company;US3825501014;USD;stocks
united states;GS;Goldman Sachs;Goldman Sachs Group Inc;US38141G1040;USD;stocks
united states;JPM;JPMorgan;JPMorgan Chase & Co;US46625H1005;USD;stocks
united states;KMB;Kimberly-Clark;Kimberly-Clark Corporation;US4943681035;USD;stocks
united states;KHC;Kraft Heinz;Kraft Heinz Co;US5007541064;USD;stocks
united states;KO;Coca-Cola;Coca-Cola Company;US1912161007;USD;stocks
united states;MCD;McDonald’s;McDonald’s Corporation;US5801351017;USD;stocks
united states;LLY;Eli Lilly;Eli Lilly and Company;US5324571083;USD;stocks
united states;ORCL;Oracle;Oracle Corporation;US68389X1054;USD;stocks
united states;MRK;Merck&Co;Merck & Company Inc;US58933Y1055;USD;stocks
united states;MSI;Motorola;Motorola Solutions Inc;US6200763075;USD;stocks
united states;MMM;3M;3M Company;US88579Y1010;USD;stocks
united states;ODP;Office Depot;Office Depot Inc;US6762201068;USD;stocks
united states;CAKFF;McKesson Europe;McKesson Europe AG;DE000CLS1001;USD;stocks
united states;PMMAF;Puma SE;Puma SE;DE0006969603;USD;stocks
united states;VRTX;Vertex;Vertex Pharmaceuticals Inc;US92532F1003;USD;stocks
united states;MNST;Monster Beverage;Monster Beverage Corp;US61174X1090;USD;stocks
united states;TEVA;Teva ADR;Teva Pharma Industries Ltd ADR;US8816242098;USD;stocks
united states;FITB;Fifth Third;Fifth Third Bancorp;US3167731005;USD;stocks
united states;SHLDQ;Sears;Sears Holdings Corp;US8123501061;USD;stocks
united states;CTAS;Cintas;Cintas Corporation;US1729081059;USD;stocks
united states;ADSK;Autodesk;Autodesk Inc;US0527691069;USD;stocks
united states;DISH;DISH Network;DISH Network Corporation;US25470M1099;USD;stocks
united states;GILD;Gilead;Gilead Sciences Inc;US3755581036;USD;stocks
united states;LIFE;aTyr Pharma;aTyr Pharma Inc;US0021202025;USD;stocks
united states;GOOGL;Alphabet A;Alphabet Inc Class A;US02079K3059;USD;stocks
united states;FISV;Fiserv;Fiserv Inc;US3377381088;USD;stocks
united states;LBTYA;Liberty Global;Liberty Global PLC;GB00B8W67662;USD;stocks
united states;PDLI;PDL BioPharma;PDL BioPharma Inc;US69329Y1047;USD;stocks
united states;ADBE;Adobe;Adobe Systems Incorporated;US00724F1012;USD;stocks
united states;BB;BlackBerry;BlackBerry Ltd;CA09228F1036;USD;stocks
united states;QCOM;Qualcomm;Qualcomm Incorporated;US7475251036;USD;stocks
united states;SINA;SINA Corp;SINA Corp;KYG814771047;USD;stocks
united states;BIDU;Baidu;Baidu Inc;US0567521085;USD;stocks
united states;SOHU;Sohu.Com;Sohu.Com Inc;US83410S1087;USD;stocks
united states;DISCA;Discovery A;Discovery Inc Class A;US25470F1049;USD;stocks
united states;RBBN;Ribbon Com;Ribbon Communications Inc;US7625441040;USD;stocks
united states;AMAT;Applied Materials;Applied Materials Inc;US0382221051;USD;stocks
united states;STLD;Steel Dynamics;Steel Dynamics Inc;US8581191009;USD;stocks
united states;CDNS;Cadence Design;Cadence Design Systems Inc;US1273871087;USD;stocks
united states;BBBY;Bed Bath&Beyond;Bed Bath & Beyond Inc;US0758961009;USD;stocks
united states;MCHP;Microchip;Microchip Technology Inc;US5950171042;USD;stocks
united states;WYNN;Wynn Resorts;Wynn Resorts Limited;US9831341071;USD;stocks
united states;ISRG;Intuitive Surgical;Intuitive Surgical Inc;US46120E6023;USD;stocks
united states;NDAQ;Nasdaq Inc;Nasdaq Inc;US6311031081;USD;stocks
united states;RYAAY;Ryanair ADR;Ryanair Holdings PLC ADR;US7835132033;USD;stocks
united states;APLO;Apollo Bancorp;Apollo Bancorp Inc;US03759W1062;USD;stocks
united states;INFY;Infosys ADR;Infosys Ltd ADR;US4567881085;USD;stocks
united states;JBLU;JetBlue;JetBlue Airways Corp;US4771431016;USD;stocks
united states;SPAR;Spartan Motors;Spartan Motors Inc;US8468191007;USD;stocks
united states;HSIC;Henry Schein;Henry Schein Inc;US8064071025;USD;stocks
united states;PAYX;Paychex;Paychex Inc;US7043261079;USD;stocks
united states;VRSN;VeriSign;VeriSign Inc;US92343E1029;USD;stocks
united states;AAPL;Apple;Apple Inc;US0378331005;USD;stocks
united states;FAST;Fastenal;Fastenal Company;US3119001044;USD;stocks
united states;XRAY;Dentsply;Dentsply Sirona Inc;US24906P1093;USD;stocks
united states;CROX;Crocs;Crocs Inc;US2270461096;USD;stocks
united states;ZION;Zions;Zions Bancorporation;US9897011071;USD;stocks
united states;NTRS;Northern Trust;Northern Trust Corporation;US6658591044;USD;stocks
united states;CTXS;Citrix Systems;Citrix Systems Inc;US1773761002;USD;stocks
united states;LAMR;Lamar;Lamar Advertising Company;US5128161099;USD;stocks
united states;PTEN;Patterson-UTI Energy;Patterson-UTI Energy Inc;US7034811015;USD;stocks
united states;ATLC;Atlanticuss;Atlanticus Holdings Corporation;US04914Y1029;USD;stocks
united states;CHRW;CH Robinson;CH Robinson Worldwide Inc;US12541W2098;USD;stocks
united states;SIRI;Sirius XM;Sirius XM Holding Inc;US82968B1035;USD;stocks
united states;ALPN;Alpine Immune Sciences;Alpine Immune Sciences Inc;US02083G1004;USD;stocks
united states;PCAR;PACCAR;PACCAR Inc;US6937181088;USD;stocks
united states;PAAS;Pan American Silver;Pan American Silver Corp;CA6979001089;USD;stocks
united states;AMZN;Amazon.com;Amazon.com Inc;US0231351067;USD;stocks
united states;ROST;Ross Stores;Ross Stores Inc;US7782961038;USD;stocks
united states;VIAV;Viavi Solutions;Viavi Solutions Inc;US9255501051;USD;stocks
united states;NTES;NetEase;NetEase Inc;US64110W1027;USD;stocks
united states;NTAP;NetApp;NetApp Inc;US64110D1046;USD;stocks
united states;ETFC;E-TRADE;E-TRADE Financial Corporation;US2692464017;USD;stocks
united states;GRMN;Garmin;Garmin Ltd;CH0114405324;USD;stocks
united states;COST;Costco;Costco Wholesale Corp;US22160K1051;USD;stocks
united states;CHKP;Check Point Software;Check Point Software Technologies Ltd;IL0010824113;USD;stocks
united states;LRCX;Lam Research;Lam Research Corp;US5128071082;USD;stocks
united states;CIEN;Ciena Corp;Ciena Corp;US1717793095;USD;stocks
united states;IAC;IAC/InterActiveCorp;IAC/InterActiveCorp;US44919P5089;USD;stocks
united states;INTU;Intuit;Intuit Inc;US4612021034;USD;stocks
united states;EXPE;Expedia;Expedia Inc;US30212P3038;USD;stocks
united states;TCOM;Trip.com ADR;Trip.com Group Ltd ADR;US89677Q1076;USD;stocks
united states;UTSI;UTStarcom;UTStarcom Holdings Corp;KYG9310A1141;USD;stocks
united states;CTSH;Cognizant A;Cognizant Technology Solutions Corp Class A;US1924461023;USD;stocks
united states;RMBS;Rambus;Rambus Inc;US7509171069;USD;stocks
united states;NIHD;NII Holdings;NII Holdings Inc;US62913F5089;USD;stocks
united states;YRCW;YRC Worldwide;YRC Worldwide Inc;US9842496070;USD;stocks
united states;AKAM;Akamai;Akamai Technologies Inc;US00971T1016;USD;stocks
united states;KLAC;KLA-Tencor;KLA-Tencor Corporation;US4824801009;USD;stocks
united states;JNPR;Juniper;Juniper Networks Inc;US48203R1041;USD;stocks
united states;ATVI;Activision Blizzard;Activision Blizzard Inc;US00507V1098;USD;stocks
united states;FLEX;Flex;Flex Ltd;SG9999000020;USD;stocks
united states;AMGN;Amgen;Amgen Inc;US0311621009;USD;stocks
united states;XLNX;Xilinx;Xilinx Inc;US9839191015;USD;stocks
united states;EXPD;Expeditors Washington;Expeditors International of Washington Inc;US3021301094;USD;stocks
united states;EA;Electronic Arts;Electronic Arts Inc;US2855121099;USD;stocks
united states;PDCO;Patterson;Patterson Companies Inc;US7033951036;USD;stocks
united states;TROW;T Rowe;T. Rowe Price Group Inc;US74144T1088;USD;stocks
united states;BIIB;Biogen;Biogen Inc;US09062X1037;USD;stocks
united states;QRTEA;Qurate Retail A;Qurate Retail Inc Series A;US74915M1009;USD;stocks
united states;SCHW;Charles Schwab;The Charles Schwab Corporation;US8085131055;USD;stocks
united states;HBAN;Huntington Bancshares;Huntington Bancshares Incorporated;US4461501045;USD;stocks
united states;NLOK;NortonLifeLock;NortonLifeLock Inc;US6687711084;USD;stocks
united states;NVDA;NVIDIA;NVIDIA Corporation;US67066G1040;USD;stocks
united states;SRCL;Stericycle;Stericycle Inc;US8589121081;USD;stocks
united states;SBUX;Starbucks;Starbucks Corporation;US8552441094;USD;stocks
united states;CELG;Celgene;Celgene Corporation;US1510201049;USD;stocks
united states;CINF;Cincinnati Financial;Cincinnati Financial Corporation;US1720621010;USD;stocks
united states;EXTR;Extreme;Extreme Networks Inc;US30226D1063;USD;stocks
united states;AAXN;Axon Enterprise;Axon Enterprise Inc;US05464C1018;USD;stocks
united states;HOLX;Hologic;Hologic Inc;US4364401012;USD;stocks
united states;CMCSA;Comcast;Comcast Corp;US20030N1019;USD;stocks
united states;CPST;Capstone Turbine;Capstone Turbine Corp;US14067D5086;USD;stocks
united states;MRVL;Marvell;Marvell Technology Group Ltd;BMG5876H1051;USD;stocks
united states;BLDP;Ballard;Ballard Power Systems Inc;CA0585861085;USD;stocks
united states;SIFY;Sify;Sify Technologies Limited;US82655M1071;USD;stocks
united states;CDTI;CDTi Advanced Materials;CDTi Advanced Materials Inc;US12514V2043;USD;stocks
united states;EUHMF;Euler Hermes;Euler Hermes Group SA;FR0004254035;EUR;stocks
united states;IBGR;Nexus Energy;Nexus Energy Services Inc;US65341F1075;USD;stocks
united states;MDT;Medtronic;Medtronic PLC;IE00BTN1Y115;USD;stocks
united states;DOV;Dover;Dover Corporation;US2600031080;USD;stocks
united states;ASH;Ashland Global;Ashland Global Holdings Inc;US0441861046;USD;stocks
united states;NOC;Northrop Grumman;Northrop Grumman Corporation;US6668071029;USD;stocks
united states;MGM;MGM;MGM Resorts International;US5529531015;USD;stocks
united states;VNO;Vornado;Vornado Realty Trust;US9290421091;USD;stocks
united states;MA;Mastercard;Mastercard Inc;US57636Q1040;USD;stocks
united states;AN;AutoNation;AutoNation Inc;US05329W1027;USD;stocks
united states;FLR;Fluor;Fluor Corporation;US3434121022;USD;stocks
united states;GD;General Dynamics;General Dynamics Corporation;US3695501086;USD;stocks
united states;DTE;DTE Energy;DTE Energy Company;US2333311072;USD;stocks
united states;ADI;Analog Devices;Analog Devices Inc;US0326541051;USD;stocks
united states;VFC;VF;VF Corporation;US9182041080;USD;stocks
united states;AGN;Allergan;Allergan PLC;IE00BY9D5467;USD;stocks
united states;CAH;Cardinal Health;Cardinal Health Inc;US14149Y1082;USD;stocks
united states;XEL;Xcel Energy;Xcel Energy Inc;US98389B1008;USD;stocks
united states;DHI;DR Horton;DR Horton Inc;US23331A1097;USD;stocks
united states;IPG;IPG;Interpublic Group of Companies Inc;US4606901001;USD;stocks
united states;STI;SunTrust Banks;SunTrust Banks Inc;US8679141031;USD;stocks
united states;BMS;Bemis;Bemis Company Inc;US0814371052;USD;stocks
united states;LMT;Lockheed Martin;Lockheed Martin Corporation;US5398301094;USD;stocks
united states;WAT;Waters;Waters Corporation;US9418481035;USD;stocks
united states;ACN;Accenture;Accenture plc;IE00B4BNMY34;USD;stocks
united states;D;Dominion Energy;Dominion Energy Inc;US25746U1097;USD;stocks
united states;XOM;Exxon Mobil;Exxon Mobil Corp;US30231G1022;USD;stocks
united states;CI;Cigna;Cigna Corp;US1255231003;USD;stocks
united states;PJC;Piper Jaffray;Piper Jaffray Companies;US7240781002;USD;stocks
united states;KGC;Kinross Gold;Kinross Gold Corp;CA4969024047;USD;stocks
united states;PEG;Public Service Enterprise;Public Service Enterprise Group Inc;US7445731067;USD;stocks
united states;NI;NiSource;NiSource Inc;US65473P1057;USD;stocks
united states;YGEHY;Yingli Green Energy;Yingli Green Energy Holding Co Ltd;US98584B2025;USD;stocks
united states;ZBH;Zimmer Biomet;Zimmer Biomet Holdings Inc;US98956P1021;USD;stocks
united states;CSX;CSX;CSX Corporation;US1264081035;USD;stocks
united states;ICE;ICE;Intercontinental Exchange Inc;US45866F1049;USD;stocks
united states;LUV;Southwest Airlines;Southwest Airlines Company;US8447411088;USD;stocks
united states;ITW;Illinois Tool Works;Illinois Tool Works Inc;US4523081093;USD;stocks
united states;DRI;Darden Restaurants;Darden Restaurants Inc;US2371941053;USD;stocks
united states;MAT;Mattel;Mattel Inc;US5770811025;USD;stocks
united states;BBT;BB&T;BB&T Corporation;US0549371070;USD;stocks
united states;CCJ;Cameco;Cameco Corp;CA13321L1085;USD;stocks
united states;HAL;Halliburton;Halliburton Company;US4062161017;USD;stocks
united states;PLD;Prologis;Prologis Inc;US74340W1036;USD;stocks
united states;MKC;McCormick&Co;McCormick & Company Incorporated;US5797802064;USD;stocks
united states;GPS;Gap;Gap Inc;US3647601083;USD;stocks
united states;TEX;Terex;Terex Corporation;US8807791038;USD;stocks
united states;HST;Host Hotels Resorts;Host Hotels & Resorts Inc;US44107P1049;USD;stocks
united states;EL;Estee Lauder;Estee Lauder Companies Inc;US5184391044;USD;stocks
united states;IP;International Paper;International Paper Company;US4601461035;USD;stocks
united states;EMR;Emerson;Emerson Electric Company;US2910111044;USD;stocks
united states;CLX;Clorox;Clorox Co;US1890541097;USD;stocks
united states;COP;ConocoPhillips;ConocoPhillips;US20825C1045;USD;stocks
united states;CL;Colgate-Palmolive;Colgate-Palmolive Company;US1941621039;USD;stocks
united states;RTN;Raytheon;Raytheon Company;US7551115071;USD;stocks
united states;NE;Noble Corp;Noble Corporation PLC;GB00BFG3KF26;USD;stocks
united states;PNW;Pinnacle West;Pinnacle West Capital Corp;US7234841010;USD;stocks
united states;RF;Regions Financial;Regions Financial Corporation;US7591EP1005;USD;stocks
united states;CNP;CenterPoint Energy;CenterPoint Energy Inc;US15189T1079;USD;stocks
united states;MET;MetLife;MetLife Inc;US59156R1086;USD;stocks
united states;EXC;Exelon;Exelon Corporation;US30161N1019;USD;stocks
united states;BAX;Baxter;Baxter International Inc;US0718131099;USD;stocks
united states;OXY;Occidental;Occidental Petroleum Corporation;US6745991058;USD;stocks
united states;S;Sprint;Sprint Corp;US85207U1051;USD;stocks
united states;SO;Southern;Southern Company;US8425871071;USD;stocks
united states;TPR;Tapestry;Tapestry Inc;US8760301072;USD;stocks
united states;LEN;Lennar;Lennar Corporation;US5260571048;USD;stocks
united states;CPB;Campbell Soup;Campbell Soup Company;US1344291091;USD;stocks
united states;CTL;CenturyLink;CenturyLink Inc;US1567001060;USD;stocks
united states;STT;State Street;State Street Corp;US8574771031;USD;stocks
united states;PGR;Progressive;Progressive Corp;US7433151039;USD;stocks
united states;HMY;Harmony Gold Mining;Harmony Gold Mining Company Limited;US4132163001;USD;stocks
united states;CLF;Cleveland-Cliffs;Cleveland-Cliffs Inc;US1858991011;USD;stocks
united states;VMC;Vulcan Materials;Vulcan Materials Company;US9291601097;USD;stocks
united states;CNX;CNX Resources;CNX Resources Corp;US12653C1080;USD;stocks
united states;PH;Parker-Hannifin;Parker-Hannifin Corporation;US7010941042;USD;stocks
united states;TECK;Teck Resources B;Teck Resources Ltd Class B;CA8787422044;USD;stocks
united states;GPC;Genuine Parts;Genuine Parts Co;US3724601055;USD;stocks
united states;CBRE;CBRE A;CBRE Group Inc Class A;US12504L1098;USD;stocks
united states;DD;DuPont;DuPont Inc;US26614N1028;USD;stocks
united states;IX;Orix;Orix Corp Ads;US6863301015;USD;stocks
united states;SHW;Sherwin-Williams;Sherwin-Williams Co;US8243481061;USD;stocks
united states;PFE;Pfizer;Pfizer Inc;US7170811035;USD;stocks
united states;DCMYY;NTT Docomo ADR;NTT Docomo Inc ADR;US62942M2017;USD;stocks
united states;WFC;Wells Fargo&Co;Wells Fargo & Company;US9497461015;USD;stocks
united states;MTW;Manitowoc;Manitowoc Company Inc;US5635714059;USD;stocks
united states;WMT;Walmart;Walmart Inc;US9311421039;USD;stocks
united states;EIX;Edison;Edison International;US2810201077;USD;stocks
united states;KBH;KB Home;KB Home;US48666K1097;USD;stocks
united states;SNA;Snap-On;Snap-On Inc;US8330341012;USD;stocks
united states;ATI;Allegheny Technologies;Allegheny Technologies Incorporated;US01741R1023;USD;stocks
united states;XRX;Xerox;Xerox Corp;US98421M1062;USD;stocks
united states;EFX;Equifax;Equifax Inc;US2944291051;USD;stocks
united states;GFI;Gold Fields ADR;Gold Fields Ltd ADR;US38059T1060;USD;stocks
united states;KNMCY;Konami Holdings;Konami Holdings Corp;US50046R1014;USD;stocks
united states;MCK;McKesson;McKesson Corporation;US58155Q1031;USD;stocks
united states;ETR;Entergy;Entergy Corporation;US29364G1031;USD;stocks
united states;CMS;CMS Energy;CMS Energy Corporation;US1258961002;USD;stocks
united states;HMC;Honda Motor ADR;Honda Motor Co Ltd ADR;US4381283088;USD;stocks
united states;AMP;Ameriprise Financial;Ameriprise Financial Inc;US03076C1062;USD;stocks
united states;AIG;AIG;American International Group Inc;US0268747849;USD;stocks
united states;RL;Ralph Lauren A;Ralph Lauren Corp Class A;US7512121010;USD;stocks
united states;LEG;Leggett&Platt;Leggett & Platt Incorporated;US5246601075;USD;stocks
united states;LB;L Brands;L Brands Inc;US5017971046;USD;stocks
united states;IFF;IFF;International Flavors & Fragrances Inc;US4595061015;USD;stocks
united states;PBR;Petroleo Brasileiro Petrobras ADR;Petroleo Brasileiro Petrobras SA ADR;US71654V4086;USD;stocks
united states;MHO;M/I Homes;M/I Homes Inc;US55305B1017;USD;stocks
united states;GWW;WW Grainger;WW Grainger Inc;US3848021040;USD;stocks
united states;JCP;JC Penney;JC Penney Company Inc Holding;US7081601061;USD;stocks
united states;DO;Diamond Offshore Drilling;Diamond Offshore Drilling Inc;US25271C1027;USD;stocks
united states;STZ;Constellation Brands A;Constellation Brands Inc Class A;US21036P1084;USD;stocks
united states;STVVY;China Digital TV;China Digital TV Holding Co Ltd ADR;US16938G1076;USD;stocks
united states;AMT;American Tower;American Tower Corp;US03027X1000;USD;stocks
united states;TV;Grupo Televisa ADR;Grupo Televisa SAB ADR;US40049J2069;USD;stocks
united states;PM;Philip Morris;Philip Morris International Inc;US7181721090;USD;stocks
united states;FIS;Fidelity National Info;Fidelity National Information Services Inc;US31620M1062;USD;stocks
united states;MO;Altria;Altria Group;US02209S1033;USD;stocks
united states;EP_pc;El Paso Energy Capital Trust I;El Paso Energy Capital Trust I;US2836782092;USD;stocks
united states;STC;Stewart Info Services;Stewart Information Services Corp;US8603721015;USD;stocks
united states;CBS;CBS;CBS Corporation;US1248572026;USD;stocks
united states;BLL;Ball;Ball Corporation;US0584981064;USD;stocks
united states;HIG;Hartford;Hartford Financial Services Group;US4165151048;USD;stocks
united states;AKS;AK Steel;AK Steel Holding Corporation;US0015471081;USD;stocks
united states;HSY;Hershey;Hershey Company;US4278661081;USD;stocks
united states;SITC;Site Centers;Site Centers Corp;US82981J1097;USD;stocks
united states;DXC;DXC Technology;DXC Technology Co;US23355L1061;USD;stocks
united states;MS;Morgan Stanley;Morgan Stanley;US6174464486;USD;stocks
united states;PNC;PNC Financial;PNC Financial Services Group Inc;US6934751057;USD;stocks
united states;WM;Waste Management;Waste Management Inc;US94106L1098;USD;stocks
united states;ABC;AmerisourceBergen;AmerisourceBergen;US03073E1055;USD;stocks
united states;AIZ;Assurant;Assurant Inc;US04621X1081;USD;stocks
united states;KR;Kroger;Kroger Company;US5010441013;USD;stocks
united states;TAP;Molson Coors Brewing B;Molson Coors Brewing Co Class B;US60871R2094;USD;stocks
united states;HD;Home Depot;Home Depot Inc;US4370761029;USD;stocks
united states;BDX;Becton Dickinson;Becton Dickinson and Company;US0758871091;USD;stocks
united states;ARCH;Arch Coal;Arch Coal Inc;US0393804077;USD;stocks
united states;SJM;JM Smucker;JM Smucker Company;US8326964058;USD;stocks
united states;VMW;VMware;VMware Inc;US9285634021;USD;stocks
united states;SEE;Sealed Air;Sealed Air Corporation;US81211K1007;USD;stocks
united states;BBY;Best Buy;Best Buy Co Inc;US0865161014;USD;stocks
united states;ADM;Archer-Daniels-Midland;Archer-Daniels-Midland Company;US0394831020;USD;stocks
united states;BFb;Brown Forman;Brown Forman;US1156372096;USD;stocks
united states;IBM;IBM;International Business Machines;US4592001014;USD;stocks
united states;UNP;Union Pacific;Union Pacific Corporation;US9078181081;USD;stocks
united states;CHN;China Fund;China Fund Inc;US1693731077;USD;stocks
united states;SNE;Sony ADR;Sony Corp ADR;US8356993076;USD;stocks
united states;R;Ryder System;Ryder System Inc;US7835491082;USD;stocks
united states;SLM;SLM;SLM Corp;US78442P1066;USD;stocks
united states;MU;Micron;Micron Technology Inc;US5951121038;USD;stocks
united states;AVY;Avery Dennison;Avery Dennison Corp;US0536111091;USD;stocks
united states;WFTIQ;Weatherford;Weatherford International PLC;IE00BLNN3691;USD;stocks
united states;MRO;Marathon Oil;Marathon Oil Corporation;US5658491064;USD;stocks
united states;CF;CF Industries;CF Industries Holdings Inc;US1252691001;USD;stocks
united states;APA;Apache;Apache Corporation;US0374111054;USD;stocks
united states;DUK;Duke Energy;Duke Energy Corporation;US26441C2044;USD;stocks
united states;KEY;KeyCorp;KeyCorp;US4932671088;USD;stocks
united states;TDC;Teradata;Teradata Corp;US88076W1036;USD;stocks
united states;SNV;Synovus;Synovus Financial Corp;US87161C5013;USD;stocks
united states;WPM;Wheaton Precious Metals;Wheaton Precious Metals Corp;CA9628791027;USD;stocks
united states;LH;Laboratory America;Laboratory Corporation of America Holdings;US50540R4092;USD;stocks
united states;BXP;Boston Properties;Boston Properties Inc;US1011211018;USD;stocks
united states;WDC;Western Digital;Western Digital Corporation;US9581021055;USD;stocks
united states;PPG;PPG Industries;PPG Industries Inc;US6935061076;USD;stocks
united states;SPGI;S&P Global;S&P Global Inc;US78409V1044;USD;stocks
united states;ANF;Abercrombie&Fitch;Abercrombie & Fitch Company;US0028962076;USD;stocks
united states;WMB;Williams;Williams Companies Inc;US9694571004;USD;stocks
united states;ANTM;Anthem;Anthem Inc;US0367521038;USD;stocks
united states;BC;Brunswick;Brunswick Corporation;US1170431092;USD;stocks
united states;JEC;Jacobs Engineering;Jacobs Engineering Group Inc;US4698141078;USD;stocks
united states;EMN;Eastman Chemical;Eastman Chemical Company;US2774321002;USD;stocks
united states;VZ;Verizon;Verizon Communications Inc;US92343V1044;USD;stocks
united states;NUE;Nucor;Nucor Corp;US6703461052;USD;stocks
united states;OMC;Omnicom;Omnicom Group Inc;US6819191064;USD;stocks
united states;NYT;NewYork Times;New York Times Company;US6501111073;USD;stocks
united states;LNC;Lincoln National;Lincoln National Corporation;US5341871094;USD;stocks
united states;UBS;UBS Group;UBS Group AG;CH0244767585;USD;stocks
united states;NOV;National Oilwell Varco;National Oilwell Varco Inc;US6370711011;USD;stocks
united states;AVB;AvalonBay;AvalonBay Communities Inc;US0534841012;USD;stocks
united states;MAR;Marriott Int;Marriott International Inc;US5719032022;USD;stocks
united states;IR;Ingersoll-Rand;Ingersoll-Rand PLC;IE00B6330302;USD;stocks
united states;BMY;Bristol-Myers Squibb;Bristol-Myers Squibb Company;US1101221083;USD;stocks
united states;GNW;Genworth;Genworth Financial Inc;US37247D1063;USD;stocks
united states;AEP;American Electric Power;American Electric Power Company Inc;US0255371017;USD;stocks
united states;TMO;Thermo Fisher Scientific;Thermo Fisher Scientific Inc;US8835561023;USD;stocks
united states;KSS;Kohls Corp;Kohls Corp;US5002551043;USD;stocks
united states;NEM;Newmont Goldcorp;Newmont Goldcorp Corp;US6516391066;USD;stocks
united states;VAR;Varian;Varian Medical Systems Inc;US92220P1057;USD;stocks
united states;GHC;Graham Holdings;Graham Holdings Co;US3846371041;USD;stocks
united states;TTM;Tata Motors ADR;Tata Motors Limited ADR;US8765685024;USD;stocks
united states;PSA;Public Storage;Public Storage;US74460D1090;USD;stocks
united states;TRV;Travelers;The Travelers Companies Inc;US89417E1091;USD;stocks
united states;SWK;Stanley Black Decker;Stanley Black & Decker Inc;US8545021011;USD;stocks
united states;MBI;MBIA;MBIA Inc;US55262C1009;USD;stocks
united states;HDB;HDFC Bank ADR;HDFC Bank Limited ADR;US40415F1012;USD;stocks
united states;NTTYY;Nippon ADR;Nippon Telegraph and Telephone Corp ADR;US6546241059;USD;stocks
united states;BEN;Franklin Resources;Franklin Resources Inc;US3546131018;USD;stocks
united states;HUM;Humana;Humana Inc;US4448591028;USD;stocks
